id,label,DE,PY,SO,TC
1525,Transforming work through information technology: A comparative case study of geographic information systems in county government,organizational impacts of information technology; IS implementation; organizational learning,1996,INFORMATION SYSTEMS RESEARCH,81
1526,Steps toward an ecology of infrastructure: Design and access for large information spaces,infrastructure; collaboratory; organizational computing; participatory design; ethnography; Internet; scientific computing,1996,INFORMATION SYSTEMS RESEARCH,398
1527,Issues and concerns about computer-supported meetings: The facilitator's perspective,group support systems; electronic meetings,1996,MIS QUARTERLY,63
1528,Determinants of commitment to information systems development: A longitudinal investigation,systems development; project management; commitment; conflict,1996,MIS QUARTERLY,84
1529,Measuring the linkage between business and information technology objectives,IS strategic planning; alignment of IS plans with business plans,1996,MIS QUARTERLY,192
1530,An empirical examination of the value of creativity support systems on idea generation,DSS; software quality; brainstorming; software packages; interface characteristics; user satisfaction,1996,MIS QUARTERLY,67
1531,Reconciling variance and process strategies for studying information system development,research strategies; information system development; event sequences; variance strategy; process strategy,1995,INFORMATION SYSTEMS RESEARCH,32
1532,Improving the performance stability of inductive expert systems under input noise,inductive expert systems; input data noise; performance stability; variance reduction; controlled scrambling,1995,INFORMATION SYSTEMS RESEARCH,13
1533,Using treemaps to visualize the Analytic Hierarchy Process,"visualization; treemap; Analytic Hierarchy Process, AHP; decision support; user interfaces",1995,INFORMATION SYSTEMS RESEARCH,21
1534,The emergence of interpretivism in IS research,interpretivism; construction of IS field; IS journals; rhetorical analysis,1995,INFORMATION SYSTEMS RESEARCH,238
1535,Pulling the plug: Software project management and the problem of project escalation,software project management; IS failure; escalation; escalating commitment; implementation,1995,MIS QUARTERLY,174
1536,Added value and pricing with information technology,economic impacts; interorganizational systems; pricing,1995,MIS QUARTERLY,28
1537,Electronic data interchange and small organizations: Adoption and impact of technology,electronic data interchange; interorganizational systems; small business; electronic commerce,1995,MIS QUARTERLY,557
1538,Information technology and sustained competitive advantage: A resource-based analysis,competitive advantage; resource-based theory; IT resources,1995,MIS QUARTERLY,628
1539,Information systems design decisions in a global versus domestic context,IS management; global IS; distribution policy; IS planning; Q-methodology; IS project managers; international business,1995,MIS QUARTERLY,41
1540,The impact of computer alienation on information technology investment decisions: An exploratory cross-national analysis,information technology assimilation; alienation; computer alienation; value expectancy theory; cross-culture studies; globalization of information technology,1995,MIS QUARTERLY,29
1541,THE EFFECT OF COORDINATION AND UNCERTAINTY ON SOFTWARE PROJECT PERFORMANCE - RESIDUAL PERFORMANCE RISK AS AN INTERVENING VARIABLE,PERFORMANCE RISK; PROJECT UNCERTAINTY; VERTICAL COORDINATION; HORIZONTAL COORDINATION; PROJECT PERFORMANCE,1995,INFORMATION SYSTEMS RESEARCH,194
1542,MODELING COORDINATION IN SOFTWARE CONSTRUCTION - AN ANALYTICAL APPROACH,SOFTWARE CONSTRUCTION; ECONOMIC MODEL; TRADEOFFS; COORDINATION POLICY; TEAM SIZE,1995,INFORMATION SYSTEMS RESEARCH,16
1543,MODELING TEAM PROCESSES - ISSUES AND A SPECIFIC EXAMPLE,TEAM PROCESSES; COMPUTATIONAL MODELING; INFORMATION STRUCTURE; TEAM PERFORMANCE,1995,INFORMATION SYSTEMS RESEARCH,21
1544,THE RELEVANCE OF APPLICATION DOMAIN KNOWLEDGE - THE CASE OF COMPUTER-PROGRAM COMPREHENSION,COMPUTER PROGRAM COMPREHENSION; APPLICATION DOMAIN; APPLICATION DEPENDENCE,1995,INFORMATION SYSTEMS RESEARCH,39
1545,THE USE OF INFORMATION TECHNOLOGY TO ENHANCE MANAGEMENT SCHOOL EDUCATION - A THEORETICAL VIEW,EDUCATIONAL TECHNOLOGY; CLASSROOM TECHNOLOGY; ELECTRONIC CLASSROOMS; LEARNING; INSTRUCTION,1995,MIS QUARTERLY,240
1546,USING IT TO REENGINEER BUSINESS EDUCATION - AN EXPLORATORY INVESTIGATION OF COLLABORATIVE TELELEARNING,COLLABORATIVE TELELEARNING; TECHNOLOGY MEDIATED LEARNING; DESK-TOP VIDEOCONFERENCING; COLLABORATIVE WORK SYSTEMS; IT IN BUSINESS EDUCATION,1995,MIS QUARTERLY,129
1547,CRITICAL SKILLS AND KNOWLEDGE REQUIREMENTS OF IS PROFESSIONALS - A JOINT ACADEMIC-INDUSTRY INVESTIGATION,HUMAN RESOURCE MANAGEMENT; IS CAREER PATH; IS CURRICULUM; IS EDUCATION AND RESEARCH; IS SKILL REQUIREMENTS; IS TRAINING AND DEVELOPMENT; IS STAFFING ISSUES; SIM,1995,MIS QUARTERLY,221
1548,IS95 - GUIDELINE FOR UNDERGRADUATE IS CURRICULUM,EDUCATION; UNDERGRADUATE CURRICULUM; INFORMATION SYSTEMS; SYSTEM ANALYSIS; SYSTEM DESIGN; FACULTY RESOURCES,1995,MIS QUARTERLY,34
1549,THE INFORMATION TECHNOLOGY INTERACTION-MODEL - A FOUNDATION FOR THE MBA CORE COURSE,MBA CORE COURSE; INTERACTION MODEL; INFORMATION SYSTEM EFFECTS; IMPLEMENTATION PROCESS; ORGANIZATIONAL CONTEXT; INFORMATION SYSTEM FEATURES; TRANSFORMATION; BUSINESS CASES,1995,MIS QUARTERLY,40
1550,INSIDE AN INTEGRATED MBA - AN INFORMATION-SYSTEMS VIEW,IS EDUCATION; IS CURRICULUM; INTEGRATED MBA EDUCATION,1995,MIS QUARTERLY,5
1551,ACTUALIZING ORGANIZATIONAL MEMORY WITH INFORMATION-SYSTEMS,ORGANIZATIONAL MEMORY INFORMATION SYSTEM; ORGANIZATIONAL EFFECTIVENESS; ORGANIZATIONAL LEARNING; CORPORATE MEMORY,1995,INFORMATION SYSTEMS RESEARCH,249
1552,APPLICATION OF SOCIAL COGNITIVE THEORY TO TRAINING FOR COMPUTER SKILLS,END USER TRAINING; SELF EFFICACY; CAUSAL MODELS; PARTIAL LEAST SQUARES,1995,INFORMATION SYSTEMS RESEARCH,376
1553,UNDERSTANDING INFORMATION TECHNOLOGY USAGE - A TEST OF COMPETING MODELS,INFORMATION TECHNOLOGY USAGE; TECHNOLOGY ACCEPTANCE MODEL; THEORY OF PLANNED BEHAVIOR; INNOVATION CHARACTERISTICS,1995,INFORMATION SYSTEMS RESEARCH,1736
1554,A CONFIRMATORY FACTOR-ANALYSIS OF THE USER INFORMATION SATISFACTION INSTRUMENT,CONFIRMATORY FACTOR ANALYSIS; USER INFORMATION SATISFACTION; USER SATISFACTION; VALIDITY; RELIABILITY; HIGHER-ORDER FACTOR MODELS,1995,INFORMATION SYSTEMS RESEARCH,63
1555,BUSINESS VALUE OF INFORMATION TECHNOLOGY - A STUDY OF ELECTRONIC DATA INTERCHANGE,BUSINESS VALUE; ELECTRONIC DATA INTERCHANGE; INFORMATION TECHNOLOGY; INVENTORY COSTS; TRANSPORTATION COSTS; INFORMATION HANDLING COSTS,1995,MIS QUARTERLY,318
1556,THE IMPACT OF EXPLANATION FACILITIES ON USER ACCEPTANCE OF EXPERT-SYSTEMS ADVICE,AUDITING; EXPERT SYSTEMS; EXPLANATION FACILITIES; JUSTIFICATION; USER ACCEPTANCE,1995,MIS QUARTERLY,52
1557,SERVICE QUALITY - A MEASURE OF INFORMATION-SYSTEMS EFFECTIVENESS,IS MANAGEMENT; SERVICE QUALITY; MEASUREMENT,1995,MIS QUARTERLY,400
1558,COMPUTER SELF-EFFICACY - DEVELOPMENT OF A MEASURE AND INITIAL TEST,USER BEHAVIOR; PSYCHOLOGY; MEASUREMENT; CAUSAL MODELS; PARTIAL LEAST SQUARES,1995,MIS QUARTERLY,1179
1559,TASK-TECHNOLOGY FIT AND INDIVIDUAL-PERFORMANCE,TASK-TECHNOLOGY FIT; INDIVIDUAL PERFORMANCE; IMPACT OF INFORMATION TECHNOLOGY,1995,MIS QUARTERLY,940
1560,INFORMATION TECHNOLOGIES AND BUSINESS VALUE - AN ANALYTIC AND EMPIRICAL-INVESTIGATION,INFORMATION TECHNOLOGY INVESTMENTS; BUSINESS VALUE; MANUFACTURING SECTOR; PROCESS ORIENTED MODELS; STRATEGIC BUSINESS UNITS; CONTRIBUTION MEASUREMENT,1995,INFORMATION SYSTEMS RESEARCH,362
1561,CONTROLLING INFORMATION-SYSTEM DEPARTMENTS IN THE PRESENCE OF COST INFORMATION ASYMMETRY,MANAGEMENT OF INFORMATION SYSTEMS; INFORMATION ASYMMETRY; MECHANISM DESIGN; CAPACITY; COST CENTER; PROFIT CENTER,1995,INFORMATION SYSTEMS RESEARCH,6
1562,DESIGNING INFORMATION-SYSTEMS TO OPTIMIZE THE ACCURACY-TIMELINESS TRADEOFF,DATA QUALITY; INFORMATION QUALITY; ACCURACY; TIMELINESS; DECISION MAKING,1995,INFORMATION SYSTEMS RESEARCH,56
1563,THE IMPORTANCE OF SPECIFICATION IN CAUSAL-MODELING - THE CASE OF END-USER COMPUTING SATISFACTION,STRUCTURE EQUATION MODELING; CAUSAL MODELING; END-USER COMPUTING SATISFACTION; MODEL SPECIFICATION,1995,INFORMATION SYSTEMS RESEARCH,26
1564,THE EVOLUTION OF IS JOB SKILLS - A CONTENT-ANALYSIS OF IS JOB ADVERTISEMENTS FROM 1970 TO 1990,INFORMATION SYSTEMS JOBS; JOB SKILLS; JOB ADVERTISEMENTS; CONTENT ANALYSIS,1995,MIS QUARTERLY,100
1565,ELECTRONIC DOCUMENT MANAGEMENT - CHALLENGES AND OPPORTUNITIES FOR INFORMATION-SYSTEMS MANAGERS,DOCUMENT MANAGEMENT; DOCUMENT PROCESSING; IS MANAGEMENT,1995,MIS QUARTERLY,37
1566,EARLY EXPERT-SYSTEMS - WHERE ARE THEY NOW,ARTIFICIAL INTELLIGENCE; EXPERT SYSTEMS; IMPLEMENTATION; SYSTEMS DEVELOPMENT,1995,MIS QUARTERLY,54
1567,EXPLORING THE FACTORS ASSOCIATED WITH EXPERT-SYSTEMS SUCCESS,EXPERT SYSTEMS; EXPERT SYSTEMS SUCCESS; USER SATISFACTION; DETERMINANTS OF SUCCESS; ES DEVELOPMENT; ES IMPLEMENTATION,1995,MIS QUARTERLY,81
1568,THE IMPACT OF JOB-PERFORMANCE EVALUATIONS ON CAREER ADVANCEMENT PROSPECTS - AN EXAMINATION OF GENDER DIFFERENCES IN THE IS WORKPLACE,GENDER DIFFERENCES; IS CAREER; CAREER ADVANCEMENT; JOB PERFORMANCE; ATTRIBUTIONS,1995,MIS QUARTERLY,53
1569,THE CONTRADICTORY STRUCTURE OF SYSTEMS-DEVELOPMENT METHODOLOGIES - DECONSTRUCTING THE IS-USER RELATIONSHIP IN INFORMATION ENGINEERING,INFORMATION SYSTEMS IMPLEMENTATION; SYSTEMS DEVELOPMENT METHODOLOGIES; INFORMATION ENGINEERING; IS-USER RELATIONSHIP; USER INVOLVEMENT; DECONSTRUCTION,1994,INFORMATION SYSTEMS RESEARCH,90
1570,IMPROVING END-USER PROFICIENCY - EFFECTS OF CONCEPTUAL TRAINING AND NATURE OF INTERACTION,USER PROFICIENCY; USER TRAINING; MENTAL MODELS; ASSIMILATION THEORY; CONCEPTUAL MODELS; HUMAN-COMPUTER INTERACTION,1994,INFORMATION SYSTEMS RESEARCH,44
1571,"WHATS MINE IS OURS, OR IS IT - A STUDY OF ATTITUDES ABOUT INFORMATION SHARING",PROPRIETARY INFORMATION; INFORMATION SHARING; INFORMATION EXCHANGE; ATTITUDES; NORMS; ORGANIZATIONAL CITIZENSHIP; OWNERSHIP; SHARING DATA,1994,INFORMATION SYSTEMS RESEARCH,311
1572,"USER PARTICIPATION, CONFLICT, AND CONFLICT-RESOLUTION - THE MEDIATING ROLES OF INFLUENCE",USER PARTICIPATION; CONFLICT; INFLUENCE; SYSTEM DEVELOPMENT,1994,INFORMATION SYSTEMS RESEARCH,62
1573,MODELING INTERPERSONAL PROCESSES DURING SYSTEM-DEVELOPMENT - FURTHER THOUGHTS AND SUGGESTIONS,INFORMATION SYSTEM DEVELOPMENT; CONFLICT MANAGEMENT; RESEARCH METHODS,1994,INFORMATION SYSTEMS RESEARCH,15
1574,COMPETING THROUGH EDI AT BRUN-PASSOT - ACHIEVEMENTS IN FRANCE AND AMBITIONS FOR THE SINGLE EUROPEAN MARKET, ,1994,MIS QUARTERLY,35
1575,PERCEPTIONS OF THE BENEFITS FROM THE INTRODUCTION OF CASE - AN EMPIRICAL-STUDY,CASE; ICASE; PRODUCTIVITY MEASUREMENT; SOFTWARE DEVELOPMENT; SOFTWARE ENGINEERING; INFORMATION ENGINEERING,1994,MIS QUARTERLY,35
1576,ALIGNMENT OF THE IS FUNCTIONS WITH THE ENTERPRISE - TOWARD A MODEL OF ANTECEDENTS,IS CENTRALIZATION DECENTRALIZATION; STRUCTURE OF THE IS FUNCTION; ISSUES IN ORGANIZING IS; IS MANAGEMENT; ORGANIZATIONAL DESIGN,1994,MIS QUARTERLY,143
1577,CONCEPTUAL VERSUS PROCEDURAL SOFTWARE TRAINING FOR GRAPHICAL USER INTERFACES - A LONGITUDINAL-FIELD EXPERIMENT,USER TRAINING; USER BEHAVIOR; END USERS; DIRECT MANIPULATION; GRAPHICAL USER INTERFACE; COMPUTER LITERACY; LONGITUDINAL STUDY,1994,MIS QUARTERLY,39
1578,THE RELATIONSHIP BETWEEN USER PARTICIPATION AND USER SATISFACTION - AN INVESTIGATION OF 4 CONTINGENCY FACTORS,USER PARTICIPATION; CONTINGENCY THEORY; USER SATISFACTION; USER DEVELOPER COMMUNICATION; SYSTEM COMPLEXITY; TASK COMPLEXITY; USER INFLUENCE,1994,MIS QUARTERLY,150
1579,MODEL INTEGRATION USING METAGRAPHS,GRAPH THEORY; MODEL MANAGEMENT; MODELING; DECISION SUPPORT SYSTEMS,1994,INFORMATION SYSTEMS RESEARCH,31
1580,ROLE OF CONTROL IN THE MODEL FORMULATION PROCESS,MODEL MANAGEMENT; FORMULATION CONTROL; MODEL FORMULATION,1994,INFORMATION SYSTEMS RESEARCH,2
1581,FORMAL MODELING OF COMPLEX COMMANDS IN INDUSTRIAL SOFTWARE SPECIFICATIONS,ASSERTIONS; INHERITANCE; FORMAL METHODS; ABSTRACTION,1994,INFORMATION SYSTEMS RESEARCH,0
1582,BENCHMARKING DECISION-MODELS FOR DATABASE - MANAGEMENT-SYSTEMS,MULTICRITERIA DECISION MAKING (MCDM); GOAL PROGRAMMING; DATABASE BENCHMARKING,1994,INFORMATION SYSTEMS RESEARCH,1
1583,"CLAIMS, ARGUMENTS, AND DECISIONS - FORMALISMS FOR REPRESENTATION, GAMING, AND COORDINATION",ORGANIZATION; DECISION-MAKING; GROUPS; ARGUMENT THEORY; KNOWLEDGE REPRESENTATION; NONMONOTONIC LOGIC; STRUCTURED MODELING; SYSTEMS INTEGRATION,1994,INFORMATION SYSTEMS RESEARCH,15
1584,ADAPTATION OF A PLANNING SYSTEM SUCCESS MODEL TO INFORMATION-SYSTEMS PLANNING,PLANNING SUCCESS; IS PLANNING; INFORMATION SYSTEMS; PLANNING MODEL,1994,INFORMATION SYSTEMS RESEARCH,47
1585,CREATING AND SUSTAINING OF GLOBAL COMMUNITY OF SCHOLARS, ,1994,MIS QUARTERLY,6
1586,BUSINESS REENGINEERING AT CIGNA-CORPORATION - EXPERIENCES AND LESSONS LEARNED FROM THE 1ST 5 YEARS,BUSINESS REENGINEERING; BUSINESS PROCESS REDESIGN; RADICAL CHANGE; LONGITUDINAL CASE STUDY; INSURANCE INDUSTRY; STRATEGIC ALIGNMENT; ORGANIZATIONAL LEARNING; AND KNOWLEDGE TRANSFER,1994,MIS QUARTERLY,66
1587,COMPUTERIZED LOAN ORIGINATION SYSTEMS - AN INDUSTRY CASE-STUDY OF THE ELECTRONIC MARKETS HYPOTHESIS,COMPUTERIZED LOAN ORIGINATION SYSTEMS; ELECTRONIC MARKETS; ELECTRONIC HIERARCHIES; INCOMPLETE CONTRACTS; SHELTERNET; MORTGAGES,1994,MIS QUARTERLY,58
1588,AN EXPLORATORY-STUDY OF ROLES IN COMPUTER-SUPPORTED GROUPS,GROUP SUPPORT SYSTEMS; ELECTRONIC MEETING SYSTEMS; ROLES; GROUP INTERACTION PROCESS,1994,MIS QUARTERLY,35
1589,THE INFLUENCE OF IT MANAGEMENT PRACTICE ON IT USE IN LARGE ORGANIZATIONS,IT USE; IT MANAGEMENT; IT MANAGEMENT PROCESSES; ABSORPTIVE CAPACITY,1994,MIS QUARTERLY,240
1590,ORGANIZATIONAL CHARACTERISTICS AND INFORMATION-SYSTEMS PLANNING - AN EMPIRICAL-STUDY,STRATEGIC IS PLANNING; PLANNING CHARACTERISTICS; ORGANIZATIONAL CHARACTERISTICS; ORGANIZATION AND IS PLANNING; ROLE OF IS; IS MANAGEMENT; IS PLANNING; PLANNING DIMENSIONS,1994,INFORMATION SYSTEMS RESEARCH,89
1591,COMPUTER-MEDIATED COMMUNICATION FOR INTELLECTUAL TEAMWORK - AN EXPERIMENT IN GROUP WRITING,COLLABORATIVE WRITING; COMPUTER-MEDIATED COMMUNICATION; CONTINGENCY THEORY; CSCW,1994,INFORMATION SYSTEMS RESEARCH,65
1592,INSTITUTIONAL FACTORS IN INFORMATION TECHNOLOGY INNOVATION,INSTITUTIONS; INFORMATION TECHNOLOGY; INNOVATION,1994,INFORMATION SYSTEMS RESEARCH,201
1593,PRINCIPLES FOR EXAMINING PREDICTIVE-VALIDITY - THE CASE OF INFORMATION-SYSTEMS SPENDING FORECASTS,BROWN LINEAR EXPONENTIAL SMOOTHING; COMBINED FORECASTS; DAMPED TREND EXPONENTIAL SMOOTHING; DIFFUSION; EXTRAPOLATION; FORECAST ACCURACY; INFORMATION SYSTEMS SPENDING; PRICE-ADJUSTED DIFFUSION MODELS; VALIDATION,1994,INFORMATION SYSTEMS RESEARCH,16
1594,MODELING VS FORECASTING - THE CASE OF INFORMATION-SYSTEMS SPENDING,INFORMATION SYSTEMS SPENDING; POSITIVE MODELS; FORECASTING; EXPONENTIAL SMOOTHING,1994,INFORMATION SYSTEMS RESEARCH,6
1595,REENGINEERING - BUSINESS CHANGE OF MYTHIC PROPORTIONS, ,1994,MIS QUARTERLY,128
1596,GENDER DIFFERENCES IN THE INFORMATION-SYSTEMS MANAGERIAL RANKS - AN ASSESSMENT OF POTENTIAL DISCRIMINATORY PRACTICES,IS MANAGEMENT; PERSONNEL MANAGEMENT; GENDER DISCRIMINATION,1994,MIS QUARTERLY,43
1597,ELECTRONIC MAIL AS A MEDIUM FOR RICH COMMUNICATION - AN EMPIRICAL-INVESTIGATION USING HERMENEUTIC INTERPRETATION,INFORMATION RICHNESS; CASE STUDY; HERMENEUTICS; POSITIVIST PERSPECTIVE; INTERPRETIVIST PERSPECTIVE; ORGANIZATIONAL COMMUNICATION; ELECTRONIC MAIL; IS RESEARCH METHODOLOGIES,1994,MIS QUARTERLY,217
1598,COMPUTER-MEDIATED COLLABORATIVE LEARNING - AN EMPIRICAL-EVALUATION,COMPUTER-MEDIATED LEARNING; COOPERATIVE LEARNING; COMPUTER-SUPPORTED TEAM LEARNING; EDUCATIONAL TECHNOLOGY,1994,MIS QUARTERLY,256
1599,"WORK EXPERIENCES, JOB INVOLVEMENT, AND QUALITY OF WORK LIFE AMONG INFORMATION-SYSTEMS PERSONNEL",IS PERSONNEL; CAREER MANAGEMENT; JOB INVOLVEMENT,1994,MIS QUARTERLY,77
1600,FREE-ACCESS POLICY FOR INTERNAL NETWORKS,PRICING; COMPUTER NETWORKS; FREE-ACCESS,1994,INFORMATION SYSTEMS RESEARCH,8
1601,THE EFFECT OF CULTURE ON IT DIFFUSION - E-MAIL AND FAX IN JAPAN AND THE UNITED-STATES,IT CROSS-CULTURAL STUDIES; IT DIFFUSION; UNCERTAINTY AVOIDANCE; PERCEIVED USEFULNESS; SYSTEM USE; SOCIAL PRESENCE; INFORMATION RICHNESS; JAPANESE BUSINESS; PRODUCTIVITY,1994,INFORMATION SYSTEMS RESEARCH,205
1602,USER RESPONSE DATA - THE POTENTIAL FOR ERRORS AND BIASES,IS EVALUATION; USER SATISFACTION; SURVEY RESEARCH; RESPONSE BIAS; RESEARCH METHODS,1994,INFORMATION SYSTEMS RESEARCH,41
1603,THE FRENCH VIDEOTEX SYSTEM MINITEL - A SUCCESSFUL IMPLEMENTATION OF A NATIONAL INFORMATION TECHNOLOGY INFRASTRUCTURE,INFORMATION TECHNOLOGY; COMPUTERIZATION OF SOCIETY; DIFFUSION OF INNOVATION; IS TECHNOLOGY TRANSFER; PUBLIC POLICY; VIDEOTEX; CASE STUDY,1994,MIS QUARTERLY,24
1604,A MULTIMEDIA SOLUTION TO PRODUCTIVITY GRIDLOCK - A RE-ENGINEERED JEWELRY APPRAISAL SYSTEM AT ZALE-CORPORATION,HUMAN-MACHINE SYSTEMS; MULTIMEDIA; VOICE RECOGNITION; BUSINESS PROCESS REENGINEERING; USER MACHINE DIALOG DESIGN,1994,MIS QUARTERLY,10
1605,STRATEGIC INFORMATION-SYSTEMS REVISITED - A STUDY IN SUSTAINABILITY AND PERFORMANCE,SUSTAINABILITY; COMPETITIVE USE OF IS; STRATEGIC IMPACT; ORGANIZATIONAL STRATEGIES; LONGITUDINAL STUDY,1994,MIS QUARTERLY,168
1606,"MEASURING USER PARTICIPATION, USER INVOLVEMENT, AND USER ATTITUDE",IS IMPLEMENTATION; USER INVOLVEMENT; USER PARTICIPATION; MEASUREMENT,1994,MIS QUARTERLY,271
1607,REALIZING EMANCIPATORY PRINCIPLES IN INFORMATION-SYSTEMS DEVELOPMENT - THE CASE FOR ETHICS,NEOHUMANISM; CRITICAL SOCIAL THEORY; EMANCIPATION; PARTICIPATION; INFORMATION SYSTEMS DEVELOPMENT; METHODOLOGY REFORMULATION; SOCIOTECHNICAL DESIGN,1994,MIS QUARTERLY,104
1608,(UN)STRUCTURED CREATIVITY IN INFORMATION-SYSTEMS ORGANIZATIONS,CREATIVITY; CREATIVITY IN INFORMATION SYSTEMS; CREATIVE CLIMATE; CREATIVITY TECHNIQUES,1993,MIS QUARTERLY,61
1609,DISTRIBUTED GROUP SUPPORT SYSTEMS,GROUP DECISION SUPPORT SYSTEMS; COMPUTER-MEDIATED COMMUNICATIONS; COMPUTERIZED CONFERENCING,1993,MIS QUARTERLY,67
1610,TAILORING DATABASE TRAINING FOR END-USERS,END-USER TRAINING; SOFTWARE TUTORS; COGNITIVE SKILL ACQUISITION; DATABASE DESIGN,1993,MIS QUARTERLY,4
1611,USER-DATABASE INTERFACE - THE EFFECT OF ABSTRACTION LEVELS ON QUERY PERFORMANCE,DATA RESOURCE UTILIZATION; USER-DATABASE INTERFACE; ABSTRACTION LEVELS; CONCEPTUAL LEVEL; LOGICAL LEVEL; RELATIONAL MODEL; ENTITY-RELATIONSHIP MODEL; QUERY LANGUAGES; SQL; EXPERIMENTAL STUDY; USER PERFORMANCE,1993,MIS QUARTERLY,47
1612,IMPACT OF COMMUNICATION MEDIUM AND COMPUTER SUPPORT ON GROUP PERCEPTIONS AND PERFORMANCE - A COMPARISON OF FACE-TO-FACE AND DISPERSED MEETINGS,ELECTRONIC MEETING SYSTEMS; GROUP DECISION SUPPORT SYSTEMS; COMMUNICATION MEDIA; AUDIO-CONFERENCING; DISPERSED/REMOTE MEETING SUPPORT; GROUP PERFORMANCE; GROUP PERCEPTIONS,1993,MIS QUARTERLY,112
1613,THE EFFECTS OF INFORMATION-SYSTEM USER EXPECTATIONS ON THEIR PERFORMANCE AND PERCEPTIONS,INFORMATION SYSTEMS DEVELOPMENT; REALISM OF USER EXPECTATIONS; COGNITIVE DISSONANCE THEORY; IMPLEMENTATION EXPECTATIONS,1993,MIS QUARTERLY,105
1614,ASSESSING THE VALUE OF CONOCOS EIS,EXECUTIVE INFORMATION SYSTEMS; EXECUTIVE SUPPORT SYSTEMS; SYSTEM EVALUATION; COST BENEFIT ANALYSIS,1993,MIS QUARTERLY,50
1615,DETERMINING INFORMATION REQUIREMENTS FOR AN EIS,EXECUTIVE INFORMATION SYSTEMS; EXECUTIVE SUPPORT SYSTEMS; INFORMATION REQUIREMENTS DETERMINATION,1993,MIS QUARTERLY,49
1616,THE IMPACT OF INFORMATION TECHNOLOGY ON MIDDLE MANAGERS,INFORMATION TECHNOLOGY; IMPACT ON MIDDLE MANAGERS; INCREASE DECREASE IN MIDDLE MANAGERS; CAPITAL-LABOR SUBSTITUTION; TECHNOLOGICAL DETERMINISM; MANAGERIAL ACTIONALISM; STRUCTURATIONAL PERSPECTIVE,1993,MIS QUARTERLY,42
1617,THE IS EXPECTATION GAP - INDUSTRY EXPECTATIONS VERSUS ACADEMIC PREPARATION,"INFORMATION SYSTEMS EDUCATION; INFORMATION SYSTEMS PROFESSION; INFORMATION SYSTEMS CURRICULUM, TRAINING; SKILLS; END-USER COMPUTING",1993,MIS QUARTERLY,98
1618,CASE TOOLS AS ORGANIZATIONAL-CHANGE - INVESTIGATING INCREMENTAL AND RADICAL CHANGES IN SYSTEMS-DEVELOPMENT,CASE TOOLS; CHANGE MANAGEMENT ORGANIZATIONAL CHANGE; SYSTEMS DEVELOPMENT; SYSTEMS IMPLEMENTATION,1993,MIS QUARTERLY,393
1619,HOW DID THEY GET MY NAME - AN EXPLORATORY INVESTIGATION OF CONSUMER ATTITUDES TOWARD SECONDARY INFORMATION USE,PRIVACY; DIRECT MARKETING; CONSUMER ATTITUDES,1993,MIS QUARTERLY,153
1620,THE USEFULNESS OF COMPUTER-BASED INFORMATION TO PUBLIC MANAGERS,COMPUTER-BASED INFORMATION; USEFULNESS OF INFORMATION; PUBLIC MANAGERS; KNOWLEDGE EXECUTIVES; STYLE OF COMPUTING USE,1993,MIS QUARTERLY,40
1621,METAPHORS AND METHODOLOGIES - LIVING BEYOND THE SYSTEMS MACHINE,SYSTEMS ANALYSIS; SYSTEMS DESIGN; IS DEVELOPMENT STRATEGIES; PARTICIPATIVE DESIGN; METAPHORS; SOCIOTECHNICAL APPROACH; USER-ANALYST INTERACTION,1993,MIS QUARTERLY,59
1622,EXPLORING MODES OF FACILITATIVE SUPPORT FOR GDSS TECHNOLOGY,DECISION SUPPORT; ELECTRONIC MEETINGS; GROUP SUPPORT SYSTEMS; GROUP CONSENSUS; GROUP FACILITATION,1993,MIS QUARTERLY,61
1623,EXPLORING INDIVIDUAL USER SATISFACTION WITHIN USER-LED DEVELOPMENT,USER INVOLVEMENT; USER-LED DEVELOPMENT; USER REPRESENTATION; USER SATISFACTION,1993,MIS QUARTERLY,70
1624,EXPERIENCES IN STRATEGIC INFORMATION-SYSTEMS PLANNING,STRATEGIC PLANNING; IS STRATEGIC PLANNING; IS MANAGEMENT,1993,MIS QUARTERLY,201
1625,KNOWLEDGE-BASED APPROACHES TO DATABASE DESIGN,KNOWLEDGE-BASED SOFTWARE; DATABASE DESIGN; EXPERT SYSTEMS,1993,MIS QUARTERLY,28
1626,SMALL-FIRM COMPUTING - MOTIVATORS AND INHIBITORS,SMALL-FIRM COMPUTING; GROWTH MOTIVATORS; GROWTH INHIBITORS; GROWTH PROCESS,1993,MIS QUARTERLY,157
1627,TRAINING END USERS - AN EXPERIMENTAL INVESTIGATION OF THE ROLES OF THE COMPUTER-INTERFACE AND TRAINING METHODS,END-USER TRAINING; COMPUTER INTERFACE; LEARNING; NOVICE USERS; ATTITUDES,1993,MIS QUARTERLY,86
1628,COGNITIVE FEEDBACK IN GDSS - IMPROVING CONTROL AND CONVERGENCE,GROUP DECISION MAKING; GROUP DECISION SUPPORT SYSTEMS; GROUP PROCESSES; COGNITIVE FEEDBACK,1993,MIS QUARTERLY,35
1629,ETHICAL STANDARDS FOR INFORMATION-SYSTEMS PROFESSIONALS - A CASE FOR A UNIFIED CODE, ,1992,MIS QUARTERLY,29
1630,UNDERSTANDING THE CEO CIO RELATIONSHIP,CEOS; CIOS; PARTNERSHIP; RELATIONSHIPS; INFORMATION MANAGEMENT; EXECUTIVE INVOLVEMENT,1992,MIS QUARTERLY,92
